PM10,PM2.5,SO2,O3
23.72,,2.69,7.93
28.53,,2.72,7.33
35.18,,3.55,7.25
38.72,,4.01,10.21
43.06,,4.29,14.25
39.37,,4.22,14.29
33.47,,4.41,15.62
28.65,,4.16,15.63
22.63,,3.97,14.92
26.26,,4.15,14.19
34.84,,4.05,11.72
45.27,,3.76,6.57
67.06,,3.69,2.69
95.83,,3.31,1.61
126.50,,3.26,0.90
147.46,,2.77,2.73
136.41,,2.93,5.32
98.71,,2.81,5.99
72.88,,2.87,6.11
63.96,,2.84,6.97
47.26,,2.87,7.05
31.52,,2.86,7.74
30.47,,3.07,7.61
28.34,,3.23,7.61
30.26,,3.16,7.65
38.75,,2.35,7.62
38.84,,2.27,7.97
44.66,,2.74,7.34
52.26,,3.42,9.96
47.99,,3.73,12.20
41.95,,3.96,13.12
42.57,,4.02,12.97
44.42,,4.25,14.75
42.69,,4.06,11.56
57.31,,3.71,7.50
90.95,,2.88,2.11
124.07,,2.51,1.49
147.61,,2.52,0.96
142.81,,2.34,3.58
130.90,,2.50,5.07
120.59,,2.33,4.67
97.14,,2.38,5.33
81.53,,1.99,6.51
73.03,,1.82,7.11
56.02,,2.00,7.78
37.71,,1.83,7.85
29.01,,1.88,8.17
27.58,,1.61,7.70
30.57,,1.78,7.08
33.73,,3.22,7.85
39.46,,4.09,7.90
41.94,,4.59,9.22
44.15,,5.80,11.73
43.09,,6.24,13.96
43.91,,5.71,14.50
54.69,,5.59,16.01
56.80,,5.05,16.02
58.17,,4.84,15.76
67.18,,5.12,8.83
77.68,,4.59,1.65
103.69,,4.36,1.31
124.95,,4.07,3.39
121.86,,3.64,5.94
113.12,,3.54,7.11
91.76,,3.56,8.51
75.87,,3.32,9.00
63.32,,3.26,9.45
51.97,,3.12,9.75
43.71,,3.26,10.58
31.12,,3.15,9.02
27.34,,3.08,8.65
32.75,,3.08,8.94
33.85,,3.01,7.68
36.73,,3.11,7.29
49.48,,3.63,8.75
58.94,,4.34,11.29
64.44,,5.27,16.73
71.45,,5.73,19.11
77.72,,5.33,20.70
80.94,,4.80,20.60
82.47,,4.75,19.36
84.83,,4.46,14.08
87.90,,4.46,9.53
93.68,,4.13,3.20
108.04,,3.87,2.51
117.67,,3.76,5.90
107.42,,3.42,7.47
97.49,,3.32,8.87
86.11,,3.20,9.86
69.39,,3.27,10.14
60.26,,3.18,10.27
50.96,,2.94,10.65
42.01,,3.12,10.51
40.13,,3.02,10.14
35.15,,2.88,9.93
32.18,,2.92,9.55
36.41,,2.99,8.94
42.57,,3.53,8.47
51.37,,4.10,10.16
52.19,,4.80,11.55
61.10,,5.12,14.58
77.96,,5.33,16.01
84.61,,5.22,17.29
87.62,,5.16,17.20
88.99,,5.10,16.78
86.37,,5.01,15.36
82.18,,4.72,8.02
107.22,,4.53,1.19
160.63,,4.54,1.32
180.01,,4.12,3.97
179.95,,4.24,5.65
169.19,,3.96,6.11
135.94,,3.84,6.95
113.80,,3.60,6.96
96.78,,3.79,7.37
82.70,,3.64,8.65
71.12,,3.54,9.26
63.03,,3.62,9.28
63.66,,3.57,9.02
64.44,,3.56,9.36
61.20,,3.57,8.62
59.38,,3.52,8.97
64.06,,4.01,9.41
71.27,,5.05,12.06
87.44,,5.92,17.12
108.28,,6.51,19.54
116.50,,6.43,20.68
114.34,,6.28,19.82
107.23,,5.80,19.98
105.02,,5.77,19.24
109.50,,5.53,10.99
133.66,,4.78,2.51
169.92,,3.98,1.28
196.00,,3.96,5.60
194.95,,4.21,5.65
177.83,,4.15,7.40
163.23,,4.06,9.18
153.77,,4.01,9.89
137.86,,3.95,10.16
118.39,,3.91,10.63
105.45,,3.73,11.17
94.55,,3.66,10.68
95.07,,3.69,9.96
104.45,,3.52,7.30
106.97,,3.50,5.69
104.61,,3.65,7.59
100.30,,4.17,8.05
96.64,,4.61,9.80
94.65,,4.96,11.38
87.53,,5.28,12.12
86.64,,5.20,13.09
91.75,,5.16,13.41
91.39,,4.87,13.06
85.52,,4.64,11.83
79.36,,4.47,10.52
73.17,,4.04,8.39
65.69,,3.92,6.60
58.18,,3.76,5.52
55.21,,3.86,2.93
54.18,,3.59,6.64
54.10,,3.68,7.97
51.98,,3.76,8.67
42.34,,3.67,10.22
33.48,,3.81,7.97
24.61,,3.61,6.83
23.55,,3.64,6.83
23.50,,3.51,5.68
23.64,,3.57,5.86
29.69,,3.39,4.23
36.99,,2.97,3.39
46.95,,3.24,5.05
49.84,,3.35,7.45
48.20,,4.01,9.95
42.36,,4.23,11.27
38.53,,4.28,12.42
41.05,,5.60,13.46
39.11,,4.41,13.14
39.97,,3.73,12.62
46.35,,3.59,10.54
55.20,,3.42,6.82
65.88,,3.25,3.41
76.23,,3.12,7.10
73.61,,2.91,9.21
67.79,,2.77,6.87
66.17,,2.67,6.58
62.13,,2.65,6.28
56.81,,2.63,6.61
51.26,,2.57,6.36
47.77,,2.74,6.16
41.12,,2.75,6.33
36.52,,2.63,6.22
35.95,,2.78,6.04
31.94,,2.91,4.25
31.47,,2.93,4.00
38.93,,3.36,5.57
41.66,,3.93,8.09
36.04,,4.16,9.82
33.92,,4.52,12.19
32.24,,4.50,12.86
26.15,,4.34,13.29
20.22,,3.84,13.00
23.99,,3.88,12.01
30.94,,3.54,6.26
41.80,,3.32,1.80
66.48,,2.84,4.59
77.35,,2.72,7.03
70.27,,2.47,6.18
65.28,,2.57,6.87
58.46,,2.48,7.82
55.42,,2.84,8.83
47.55,,2.68,8.82
35.55,,2.68,8.66
28.30,,2.68,8.87
22.94,,2.63,8.99
20.75,,2.51,8.74
19.14,,2.41,7.39
19.59,,2.44,5.58
26.33,,2.40,5.83
31.62,,2.94,7.66
33.37,,3.41,8.85
37.15,,4.42,10.94
41.50,,4.93,14.76
47.97,,4.82,16.83
47.79,,4.52,17.44
42.65,,4.14,21.09
,,,154.44
65.76,,2.61,29.74
110.47,,2.54,3.36
121.06,,2.46,1.17
126.45,,2.14,4.37
117.13,,2.05,4.60
100.84,,1.97,6.60
84.55,,1.97,7.46
69.98,,2.05,8.12
61.21,,1.84,8.28
54.86,,1.87,8.35
45.73,,1.96,8.39
39.11,,2.09,8.06
30.86,,2.07,8.23
23.78,,2.06,7.46
23.86,,2.05,5.69
32.51,,2.74,5.49
35.87,,3.28,5.71
42.61,,3.96,8.90
49.45,,5.11,11.54
58.46,,5.26,14.17
61.99,,5.11,16.19
56.87,,5.15,15.70
57.04,,4.68,16.35
55.06,,3.82,15.24
46.09,,3.77,8.98
57.67,,3.13,1.63
83.78,,3.27,1.21
102.42,,3.04,4.55
94.63,,3.05,5.72
68.30,,2.86,6.06
61.85,,2.82,9.86
51.86,,2.85,7.41
46.84,,2.91,7.50
44.73,,2.73,7.87
40.21,,2.43,7.42
38.40,,2.84,7.13
31.03,,2.81,7.92
24.00,,2.62,6.49
24.40,,2.75,6.29
36.54,,3.37,5.40
56.81,,4.10,6.70
68.56,,5.06,8.42
65.11,,6.06,10.33
66.13,,6.16,13.38
64.17,,5.60,14.88
58.94,,5.35,15.80
54.22,,4.86,16.57
47.84,,4.42,14.58
51.15,,4.69,9.28
72.70,,4.85,2.57
103.44,,4.26,2.97
114.85,,3.47,4.91
137.77,,3.54,6.46
126.39,,3.43,7.03
97.44,,3.38,7.71
80.11,,3.32,8.26
66.81,,3.28,7.56
58.15,,3.32,8.61
48.09,,3.02,8.38
46.28,,3.10,8.28
40.48,,2.96,9.10
29.18,,2.97,8.33
23.97,,2.88,6.84
25.45,,3.69,7.36
,,,
,,0.75,9.05
,,1.53,9.52
,,2.38,11.96
,,1.92,14.61
,,1.54,14.94
,,1.40,13.65
,,1.68,11.83
,,0.81,6.22
,,,1.02
,,,1.19
,,2.17,5.80
9.78,,3.21,8.80
91.87,,3.48,6.68
84.97,,3.44,7.21
77.58,,3.44,7.40
69.51,,3.65,8.08
65.10,,3.61,8.30
58.38,,3.55,9.02
50.80,,3.54,9.06
44.86,,3.76,10.25
44.68,,3.60,9.77
42.82,,3.43,9.31
45.10,,3.11,9.26
50.17,,3.28,10.17
51.10,,3.55,10.13
55.53,,3.84,9.64
56.64,,4.02,11.57
61.72,,4.12,12.43
57.87,,4.17,11.93
57.35,,4.00,12.89
61.64,,4.09,11.23
70.98,,3.62,8.37
83.49,,3.40,8.99
88.24,,3.35,9.11
81.38,,3.51,10.10
68.66,,3.37,7.25
64.83,,3.13,6.06
72.56,,2.91,6.38
67.12,,2.87,7.77
61.48,,2.78,8.60
51.27,,2.89,7.91
46.23,,2.81,7.06
40.46,,2.66,6.74
34.74,,3.00,6.57
38.89,,2.79,5.60
38.07,,2.70,5.60
36.19,,2.89,5.75
38.40,,3.01,5.25
44.44,,3.47,6.20
50.07,,3.78,9.64
42.80,,4.30,11.17
39.44,,4.74,12.66
38.49,,4.84,13.39
39.95,,4.46,13.73
49.03,,4.06,11.77
41.29,,3.79,8.68
48.31,,4.63,5.21
56.99,,3.80,4.96
65.77,,3.41,5.41
63.27,,3.26,5.91
58.48,,3.02,6.88
50.44,,2.93,5.03
53.81,,3.02,5.17
52.12,,3.23,5.63
46.09,,3.05,5.95
46.84,,3.14,6.55
42.61,,3.19,6.11
35.99,,2.94,6.22
32.99,,3.18,5.93
34.92,,3.25,5.19
32.56,,2.74,5.85
39.78,,3.04,5.55
29.85,,3.69,6.02
34.85,,3.89,8.23
39.62,,4.35,10.10
49.16,,4.19,10.01
52.03,,6.07,11.87
59.71,,5.50,12.11
58.15,,4.81,11.91
65.72,,3.80,8.36
67.31,,3.39,5.28
68.35,,3.39,2.03
80.16,,3.25,1.21
103.27,,2.91,1.03
113.55,,2.78,0.83
122.05,,3.02,2.08
111.32,,3.12,3.07
91.71,,3.14,3.87
86.16,,2.97,4.36
73.91,,2.91,4.73
68.27,,3.03,4.45
62.15,,3.13,4.84
60.64,,3.00,4.55
54.51,,3.21,4.36
55.30,,2.60,4.27
62.10,,2.80,6.07
55.01,,3.71,6.47
57.98,,4.46,7.47
62.60,,4.40,7.97
61.45,,3.97,10.35
73.56,,3.88,12.00
77.37,,3.63,12.65
73.76,,3.35,11.63
76.71,,3.00,8.92
71.85,,2.71,5.97
84.93,,2.57,2.94
108.93,,2.49,2.23
115.92,,2.23,1.41
115.16,,2.35,1.50
114.18,,2.08,3.66
96.86,,2.27,4.47
97.64,,2.18,4.78
80.31,,2.23,4.72
71.68,,2.27,5.22
73.95,,2.26,5.66
63.68,,2.45,5.15
63.68,,2.41,5.10
71.98,,2.41,4.66
68.93,,2.76,4.81
65.16,,2.81,5.39
54.34,,3.03,6.27
61.36,,3.58,8.55
71.02,,3.87,10.42
69.90,,3.75,10.03
66.84,,4.01,11.24
68.91,,3.78,12.20
80.47,,3.53,11.56
79.41,,3.22,8.15
78.03,,3.21,4.84
84.85,,3.10,6.23
69.74,,2.76,5.05
80.67,,2.63,3.00
73.79,,2.21,2.51
71.26,,2.30,4.38
69.86,,2.62,4.84
69.12,,2.35,4.69
71.73,,2.61,5.72
66.57,,2.62,5.38
68.94,,2.64,6.29
55.57,,2.55,5.96
55.42,,2.84,5.44
59.06,,2.67,5.40
58.37,,2.38,4.96
60.82,,2.23,5.80
51.26,,3.10,7.70
48.67,,3.47,8.71
61.22,,3.76,10.24
56.94,,3.55,12.67
59.49,,3.11,28.03
59.31,,,53.16
57.33,,4.55,19.75
58.26,,4.20,9.93
61.34,,3.71,6.95
71.77,,3.55,6.45
72.76,,3.53,5.60
68.75,,3.35,1.87
79.73,,3.13,1.22
90.75,,3.20,2.84
85.09,,3.51,6.58
66.68,,3.26,6.49
57.14,,3.05,8.52
45.78,,3.10,9.38
35.86,,3.17,9.87
26.88,,3.07,8.25
24.47,,3.22,6.88
27.22,,2.96,5.25
29.19,,2.78,6.38
37.85,,3.42,8.09
35.21,,3.82,9.77
33.01,,4.35,11.40
23.99,,4.44,12.04
16.87,,4.11,12.16
12.81,,3.98,13.64
14.01,,3.75,13.50
24.65,,3.64,12.38
33.11,,3.38,9.90
42.67,,3.36,3.97
65.27,,3.02,3.52
79.26,,3.12,2.46
85.31,,3.03,2.05
86.27,,3.12,2.68
74.53,,3.04,3.41
70.16,,3.04,3.87
57.78,,2.75,4.65
55.52,,3.08,5.10
49.46,,2.98,5.27
49.63,,2.85,6.33
50.07,,2.97,7.00
37.86,,2.98,6.59
40.35,,2.88,5.89
38.87,,3.04,5.80
36.06,,3.14,4.78
34.65,,3.14,6.01
40.64,,3.22,5.90
44.68,,3.08,6.60
40.32,,3.36,8.65
30.01,,3.02,8.24
25.97,,3.07,6.81
20.75,,3.13,5.81
16.69,,3.19,4.67
16.87,,3.05,5.04
23.43,,3.21,5.51
16.81,,3.32,7.68
12.94,,3.24,8.94
9.89,,3.00,9.75
9.54,,3.21,7.89
11.26,,2.92,7.70
9.78,,2.86,7.77
12.86,,2.68,7.15
9.54,,2.83,7.40
7.28,,2.66,7.11
7.06,,2.82,7.18
7.62,,2.83,5.79
6.30,,2.68,5.41
5.73,,2.90,4.67
7.50,,2.94,4.21
13.15,,3.00,4.93
13.61,,2.95,6.25
18.16,,3.21,8.16
14.59,,3.35,8.27
21.77,,3.41,10.06
23.50,,3.38,10.24
21.88,,3.15,10.32
23.58,,3.10,6.66
36.93,,3.11,1.78
79.55,,3.02,1.28
150.75,,3.44,1.52
179.89,,3.27,1.10
139.77,,3.32,0.92
85.99,,3.05,2.31
73.19,,3.06,2.25
49.32,,3.27,2.31
46.97,,3.30,3.03
37.91,,3.17,2.42
28.19,,3.39,2.83
21.63,,3.29,2.81
30.72,,3.41,2.38
27.32,,3.37,1.65
28.25,,3.09,1.70
40.19,,3.24,3.61
32.46,,3.41,5.35
27.21,,3.76,7.85
23.24,,3.80,10.81
16.85,,3.76,10.94
15.55,,3.83,11.78
23.76,,3.49,10.87
33.54,,3.20,10.78
28.14,,3.10,8.28
58.02,,2.96,3.56
74.54,,3.01,1.06
95.54,,3.05,1.17
116.40,,2.89,2.49
94.02,,2.65,2.58
80.09,,2.76,3.58
67.38,,2.69,3.86
57.66,,2.55,3.95
50.55,,2.74,4.22
44.03,,2.86,3.03
37.63,,2.92,3.13
41.89,,3.06,3.37
30.72,,3.15,3.39
29.91,,3.30,2.11
24.83,,3.03,2.24
27.02,,3.13,3.96
20.10,,3.44,6.42
18.16,,3.45,9.14
13.65,,3.22,9.64
13.77,,3.39,9.62
26.83,,3.38,10.22
25.18,,3.06,10.40
28.84,,2.98,9.69
30.38,,2.73,5.08
56.75,,3.01,1.56
122.15,,3.12,1.50
167.65,,3.09,2.52
143.44,,2.79,2.74
107.65,,2.58,3.38
74.17,,2.34,3.73
53.51,,2.68,3.39
52.93,,2.81,4.02
43.52,,2.48,4.27
38.02,,2.27,4.92
22.51,,2.26,5.06
16.59,,2.27,5.49
16.43,,2.10,5.13
23.79,,2.10,4.07
18.46,,2.71,2.17
30.17,,2.90,3.95
23.30,,3.32,4.86
21.80,,3.45,6.77
20.84,,3.77,9.72
14.96,,3.56,10.99
12.06,,3.64,10.21
10.83,,3.41,9.72
11.32,,3.48,7.31
31.37,,3.59,4.92
49.45,,3.45,2.18
77.05,,3.55,2.12
85.46,,3.48,3.32
73.51,,3.47,3.87
60.19,,3.24,3.80
60.16,,3.19,3.71
47.38,,3.23,3.68
34.57,,3.43,4.01
27.47,,3.30,5.86
32.09,,3.32,6.63
25.31,,3.26,6.41
22.82,,3.12,6.63
19.32,,2.94,6.63
18.00,,3.07,5.97
13.56,,2.35,4.13
13.34,,2.34,4.96
31.34,,2.44,5.31
181.09,,2.77,5.62
585.12,,2.78,5.70
321.81,,2.64,6.02
55.31,,2.64,5.69
87.08,,2.66,5.14
62.09,,2.75,5.59
53.78,,2.75,4.85
55.83,,2.58,4.66
52.44,,2.67,4.57
49.96,,2.74,3.67
49.41,,2.65,4.19
47.49,,2.64,3.82
44.87,,2.36,4.73
43.05,,2.41,4.16
40.40,,2.38,4.40
38.02,,2.48,4.06
32.30,,2.47,4.28
25.34,,2.49,4.55
24.21,,2.33,4.10
22.94,,2.38,3.36
20.45,,2.55,3.58
23.71,,3.02,2.21
31.91,,3.44,3.36
34.72,,3.69,5.23
32.65,,4.31,6.38
30.10,,4.36,7.97
24.89,,3.90,9.13
24.71,,4.22,9.34
32.78,,3.92,9.25
39.97,,3.86,8.47
47.58,,3.64,3.19
113.20,,4.08,1.85
,,4.04,1.55
,,3.86,1.46
,,3.81,1.44
,,3.87,1.19
,,3.87,2.34
,,3.76,1.42
,,3.66,0.89
,,3.49,1.70
62.58,,3.26,2.23
44.09,,3.42,5.90
43.49,,3.37,6.52
18.17,,3.53,7.41
2.38,,3.64,6.42
4.68,,3.14,6.54
3.61,,3.74,5.80
1.98,,4.06,6.01
3.53,,4.21,5.88
3.32,,4.36,6.76
4.58,,4.53,7.18
4.53,,4.72,7.72
5.97,,4.43,7.28
14.44,,4.28,8.41
11.85,,4.24,6.89
18.36,,4.43,7.96
191.08,,4.68,7.75
87.44,,4.99,8.52
3.63,,5.13,8.93
385.44,,5.25,8.63
196.03,,5.68,8.45
11.27,,5.77,8.73
5.03,,5.95,9.55
22.98,,6.03,8.30
13.44,,6.31,8.10
1.83,,6.28,9.97
11.01,,6.55,8.36
10.55,,6.77,8.22
,,7.15,8.72
,,2.99,8.69
8.96,,3.16,9.26
27.00,,2.69,10.10
18.50,,2.07,10.46
8.24,,1.23,10.66
6.68,,0.52,9.58
11.65,,,8.23
9.64,,,8.68
11.76,,,8.36
32.11,,0.51,7.82
33.02,,4.55,7.44
27.58,,4.90,7.59
26.44,,5.11,8.02
178.05,,5.06,8.50
84.94,,5.33,8.79
2.96,,5.60,8.62
2.02,,5.42,8.73
2.78,,5.44,9.84
2.91,,5.47,9.40
2.53,,5.68,8.82
,,5.74,8.97
2.19,,6.08,8.90
4.76,,6.07,8.44
22.22,,6.41,5.24
45.62,,3.91,5.63
41.61,,4.14,7.02
37.94,,3.15,8.75
21.18,,2.61,9.88
7.95,,1.54,10.77
4.79,,0.84,10.82
13.65,,0.47,9.74
23.98,,3.10,8.97
26.54,,5.32,6.68
41.70,,6.62,3.02
68.77,,7.66,2.05
225.76,,7.96,1.70
171.93,,6.09,3.62
89.70,,5.94,4.08
55.52,,5.63,3.73
18.79,,5.26,4.75
16.97,,5.16,4.94
11.72,,5.33,5.07
5.52,,5.47,5.00
12.38,,5.90,5.21
9.82,,6.15,4.33
13.29,,6.18,4.82
18.54,,6.52,4.60
28.23,,6.96,2.97
41.18,,3.24,2.58
30.95,,3.23,5.00
32.49,,2.98,6.77
20.15,,2.88,8.86
1.19,,3.09,43.02
23.68,,2.53,24.56
22.49,,1.60,15.04
17.43,,1.34,13.52
20.82,,2.98,12.38
17.67,,7.65,4.48
73.17,,8.93,1.27
102.89,,7.64,1.47
127.58,,7.67,3.23
130.44,,5.51,4.13
114.72,,4.53,5.76
90.23,,4.06,5.50
66.44,,4.25,7.03
36.44,,4.30,7.89
18.46,,4.16,7.97
19.39,,4.40,8.23
15.59,,4.73,8.93
11.06,,4.66,8.59
10.18,,4.84,7.57
17.34,,5.26,6.33
26.03,,3.87,5.26
49.36,,4.15,5.44
59.58,,3.91,7.35
58.43,,2.52,9.56
43.42,,1.47,12.00
31.76,,0.74,13.06
23.28,,,12.98
17.44,,2.13,12.47
15.27,,5.72,8.88
42.63,,16.16,2.95
87.06,,25.08,2.13
170.86,,17.59,1.17
162.12,,12.36,1.97
177.12,,9.40,3.02
158.23,,7.55,3.88
114.08,,6.93,4.73
80.70,,6.58,5.67
42.91,,6.40,5.94
25.37,,6.55,7.20
15.47,,6.77,8.50
11.42,,6.97,8.79
7.41,,6.89,8.47
6.24,,7.08,8.11
9.74,,7.29,6.39
26.79,,4.48,6.06
41.24,,5.61,6.14
52.06,,4.50,7.77
49.26,,3.30,9.65
35.88,,2.53,10.14
25.24,,1.96,8.89
19.63,,1.54,9.59
31.14,,1.24,10.30
32.71,,2.32,8.85
59.27,,9.17,3.29
325.66,,18.33,2.25
473.78,,21.66,2.57
514.38,,10.35,
275.27,,6.42,1.73
,,4.37,2.28
100.73,,3.26,3.07
43.94,,3.03,3.53
3.36,,3.17,4.62
30.96,,3.01,5.55
9.92,,3.01,5.45
15.11,,3.10,6.03
5.28,,3.05,7.08
25.45,,3.12,7.23
7.53,,3.55,6.58
42.09,,3.33,6.99
41.08,,4.14,7.18
51.36,,4.07,8.61
43.72,,2.67,10.35
17.09,,1.93,11.13
6.66,,1.93,12.32
3.48,,1.17,12.98
18.36,,0.87,13.40
28.64,,0.45,12.08
49.00,,3.52,3.89
,,19.61,2.57
,,19.88,1.72
,,7.06,2.41
,,4.56,2.94
,,3.57,3.50
73.51,,2.87,3.88
63.20,,2.94,4.34
4.59,,3.16,3.96
40.25,,3.09,4.66
21.33,,3.20,5.72
28.65,,3.32,6.55
6.94,,3.41,7.14
5.04,,3.40,6.42
29.73,,3.78,6.87
22.02,,3.74,6.71
33.70,,4.78,6.96
46.89,,4.67,7.70
60.73,,3.96,9.96
32.94,,2.88,13.11
10.59,,1.88,23.13
30.07,,1.71,12.69
64.82,,3.24,11.37
77.46,,8.56,9.81
97.23,,7.71,2.76
369.99,,13.07,1.86
553.31,,16.97,1.92
599.56,,10.81,1.62
,,4.64,2.31
110.44,,3.42,2.96
119.11,,3.01,3.58
48.53,,2.86,3.30
10.77,,2.86,3.83
19.76,,2.98,4.21
47.99,,3.00,4.40
20.98,,3.22,5.09
28.11,,3.62,5.12
32.72,,3.50,4.49
47.29,,3.69,3.81
45.67,,3.59,3.26
80.39,,4.11,4.22
106.29,,4.72,5.57
48.03,,3.24,7.86
44.13,,2.63,9.48
24.18,,1.70,11.78
42.53,,1.05,11.11
47.63,,1.01,11.06
78.60,,1.36,8.55
80.13,,3.47,2.98
307.86,,12.85,1.71
540.79,,15.68,1.70
484.62,,6.57,2.02
203.69,,3.72,2.23
69.50,,2.44,3.15
80.32,,2.04,3.75
45.55,,2.12,4.15
3.67,,2.31,4.91
28.35,,2.25,5.11
28.81,,2.55,5.43
13.59,,2.42,5.70
48.86,,2.71,5.67
13.49,,2.78,5.58
57.06,,2.92,4.37
74.65,,3.24,4.22
80.41,,4.10,5.63
71.90,,4.50,6.38
67.85,,3.80,7.98
62.08,,2.40,10.39
22.68,,1.35,12.12
43.51,,0.71,12.67
30.62,,0.47,12.73
47.96,,0.89,10.33
79.90,,5.63,2.39
432.79,,15.11,1.98
582.88,,8.02,2.92
179.20,,5.51,9.55
82.23,,2.43,5.92
82.14,,1.39,7.33
42.20,,0.71,8.54
42.60,,0.55,9.24
13.77,,0.42,9.58
20.19,,,10.16
38.04,,0.38,9.77
39.02,,,8.82
37.59,,,8.60
56.24,,,8.20
45.92,,,7.78
29.85,,3.94,8.19
29.49,,4.39,8.23
47.32,,4.88,7.40
66.13,,5.02,8.42
47.98,,4.79,8.87
21.71,,4.41,8.71
53.52,,4.24,9.54
32.44,,4.03,9.74
50.74,,3.83,9.47
44.87,,3.91,8.65
69.85,,4.48,7.48
80.43,,4.57,6.22
76.89,,4.35,6.67
82.48,,4.45,7.16
62.73,,4.02,7.25
78.93,,3.88,7.18
56.39,,3.70,5.89
40.55,,3.57,8.30
34.38,,3.67,8.97
31.40,,3.71,8.58
32.00,,3.74,8.91
42.76,,3.74,8.92
37.99,,3.82,8.24
32.88,,3.96,7.32
45.93,,3.85,6.18
52.27,,4.19,6.13
54.76,,4.74,7.38
65.45,,4.67,8.73
72.79,,4.40,12.21
66.50,,4.71,14.04
63.79,,4.70,14.69
58.77,,4.65,14.64
67.05,,4.66,13.02
75.19,,6.12,4.87
153.16,,9.89,2.50
422.46,,9.33,3.11
236.07,,5.98,5.05
119.08,,5.18,6.44
66.83,,5.03,6.97
64.18,,4.91,7.16
53.35,,4.87,7.62
44.97,,4.65,7.48
43.71,,4.52,7.42
77.71,,4.69,6.92
44.41,,4.75,7.02
23.16,,4.93,6.24
72.30,,4.96,5.87
38.21,,5.30,4.45
81.50,,3.14,3.83
83.48,,3.35,6.09
69.71,,3.24,6.64
68.84,,3.08,7.99
59.01,,2.64,12.01
26.03,,2.12,13.61
64.55,,2.32,13.86
56.76,,2.13,12.84
74.23,,2.57,8.83
89.10,,3.80,6.12
154.90,,4.26,6.42
169.01,,3.76,6.51
133.26,,2.91,7.56
123.49,,2.72,7.83
121.83,,2.20,7.85
96.87,,1.86,8.23
100.79,,1.71,8.14
93.73,,1.55,7.92
68.69,,1.52,8.41
67.93,,1.76,9.07
54.38,,1.75,8.94
55.63,,1.82,9.79
56.21,,1.75,10.31
52.60,,1.62,9.35
62.30,,3.31,8.72
60.87,,3.79,7.91
69.35,,3.78,8.83
71.50,,3.75,8.97
73.36,,3.89,16.31
51.04,,3.44,13.33
58.03,,3.68,10.77
62.32,,3.47,10.89
65.02,,3.44,10.29
72.79,,3.36,8.51
83.66,,4.09,5.51
86.34,,3.94,
90.04,,3.50,8.11
84.99,,3.30,9.78
77.23,,3.34,8.85
76.75,,3.48,10.48
72.41,,3.17,9.23
56.26,,2.79,9.44
67.45,,2.68,9.55
57.79,,3.09,8.89
55.19,,3.01,10.47
58.08,,2.85,9.81
54.09,,2.95,9.63
55.41,,2.95,8.83
54.54,,3.80,8.37
59.93,,4.20,7.86
78.38,,4.90,7.94
86.57,,4.31,7.85
80.26,,4.62,8.60
61.38,,4.90,9.76
62.94,,4.58,10.34
68.81,,4.40,10.10
65.56,,3.95,10.08
71.06,,3.80,8.82
85.60,,6.45,3.30
366.06,,6.12,2.49
252.75,,5.05,3.09
136.97,,4.51,2.25
119.60,,4.28,2.27
94.83,,4.24,2.64
64.38,,4.07,3.38
28.52,,4.45,3.76
56.26,,4.72,3.30
57.15,,4.76,4.24
50.50,,5.11,4.70
39.19,,5.07,4.70
68.09,,5.13,6.08
50.78,,5.30,2.49
88.24,,3.21,2.71
91.76,,3.54,4.21
74.04,,3.90,5.35
85.05,,3.47,6.24
56.59,,3.33,8.22
61.69,,3.17,10.52
45.15,,2.88,11.49
,,,57.93
21.30,,2.19,11.99
76.97,,3.46,2.30
345.77,,8.02,2.28
682.01,,8.18,2.11
417.26,,4.04,2.83
124.05,,2.90,2.97
856.24,,2.56,2.73
,,2.38,2.73
57.25,,2.33,3.53
58.01,,2.21,3.42
73.00,,2.36,4.00
43.78,,2.42,3.62
21.23,,2.61,3.47
7.04,,2.82,3.63
28.45,,2.85,3.51
63.23,,2.92,2.92
67.11,,3.25,2.13
83.94,,3.78,3.27
95.62,,3.90,4.31
68.41,,4.07,10.18
48.20,,4.45,11.85
67.51,,4.61,9.93
63.21,,4.34,10.13
70.19,,4.26,8.63
77.64,,3.82,5.73
125.44,,4.43,1.74
341.48,,6.58,2.28
194.55,,9.28,2.23
110.79,,5.85,1.39
74.36,,4.65,2.00
184.30,,3.74,2.29
150.32,,3.31,2.07
112.94,,3.24,2.48
80.40,,3.01,2.55
66.82,,3.07,3.04
58.03,,3.17,3.05
48.97,,3.49,2.90
43.50,,3.61,3.09
33.74,,3.63,2.77
39.97,,3.78,2.24
51.50,,2.69,2.24
54.27,,3.07,2.64
55.64,,3.32,3.23
70.60,,3.60,3.71
69.21,,3.63,5.58
61.71,,3.39,6.24
69.62,,3.73,6.48
82.67,,3.47,5.97
104.48,,3.21,3.53
127.73,,3.36,1.52
322.24,,6.09,1.87
237.16,,5.87,1.92
404.55,,5.19,1.88
266.47,,3.40,1.36
80.04,,2.82,1.21
131.30,,2.50,1.37
121.14,,2.63,1.97
103.93,,2.62,2.51
88.51,,2.25,2.81
78.13,,2.27,2.66
70.69,,2.30,2.91
59.86,,2.58,3.04
51.42,,2.59,2.89
51.35,,2.62,1.62
60.80,,3.95,2.26
70.43,,4.65,3.61
59.79,,4.75,4.25
59.29,,4.59,5.18
67.97,,4.47,4.95
77.18,,4.81,5.74
